('17:04:32.676190', 79865.95, 79850.91, 9270.16, 15.6, 0.0, 1.4998888888888897)
('17:04:32.781943', 80404.6, 80404.6, 9272.09, 15.6, 11.1, 1.5999166666666675)
('17:04:32.887253', 78810.93, 78871.32, 9273.46, 15.6, 8.3, 1.5037500000000008)
('17:04:33.000705', 77253.74, 77253.74, 9274.14, 15.6, 8.3, 1.4021111111111115)
('17:04:33.114313', 77502.15, 77488.16, 9274.64, 15.6, 8.3, 1.430444444444445)
('17:04:33.227738', 78212.99, 78227.0, 9274.52, 15.6, 3.8, 1.3305000000000002)
('17:04:33.342658', 76975.89, 76975.89, 9273.28, 15.6, 4.0, 1.4000000000000004)
('17:04:33.457093', 75970.33, 75970.33, 9278.45, 15.7, 4.5, 1.764250000000001)
('17:04:33.571111', 76439.76, 76439.76, 9294.92, 15.7, 16.0, 1.5522222222222224)
('17:04:33.684471', 76827.38, 76799.33, 9310.66, 15.7, 0.0, 1.6914722222222227)
('17:04:33.789340', 79971.18, 79956.02, 9321.49, 15.7, 0.0, 2.2361111111111116)
('17:04:33.894560', 78032.47, 78062.69, 9263.68, 15.6, 12.0, 1.7798055555555559)
('17:04:34.008655', 75911.74, 75911.74, 9282.0, 15.7, 0.0, 1.7773888888888898)
('17:04:34.121960', 75685.91, 75699.94, 9296.81, 15.7, 12.5, 1.6411666666666676)
('17:04:34.236067', 75962.35, 75962.35, 9317.52, 15.7, 0.0, 1.939055555555556)
('17:04:34.342160', 72139.66, 72094.7, 9321.19, 15.7, 12.5, 2.679277777777778)
('17:04:34.447612', 66773.79, 66803.94, 9320.97, 15.7, 11.1, 2.687472222222223)
------------time slot: 2015-08-02 00:00:07, band 7321.0 Kbps -------------
