time,net_in(kB),net_out(kB),MEM(MB),MEM%,CPU%,CPU_freq(Hz)
10:54:16.965816,914.47,16.44,16178.28,29.7,31.0,2.4052500000000006
10:54:17.079330,962.47,20.99,16173.75,29.8,28.9,2.016916666666667
10:54:17.185256,894.6,10.09,16242.77,29.6,30.9,1.927083333333333
10:54:17.296396,962.7,23.53,16204.32,29.5,29.3,2.22425
10:54:17.407707,898.16,14.76,16185.62,29.7,29.1,1.971805555555556
10:54:17.521221,909.39,15.64,16170.32,29.6,36.9,2.0430833333333336
10:54:17.634597,900.84,16.23,16173.06,29.5,29.8,1.9895277777777782
10:54:17.740820,13151.98,28.08,16257.14,29.7,28.9,1.8351111111111118
10:54:17.851931,25376.9,14.77,16178.84,29.5,22.4,1.7807777777777787
10:54:17.964022,635.63,19.9,16259.32,29.8,24.2,2.098583333333335
10:54:18.068162,627.08,17.69,16208.67,29.8,24.3,2.036916666666667
10:54:18.172102,600.02,9.85,16128.9,29.4,32.3,1.7607222222222227
10:54:18.275921,591.06,17.7,16195.86,29.6,30.0,1.9124722222222224
10:54:18.379753,602.03,21.18,16181.3,29.5,34.1,1.9352222222222233
10:54:18.483587,591.76,12.21,16186.09,29.5,29.2,2.0864722222222225
10:54:18.587445,599.58,13.54,16163.95,29.5,28.5,2.0505833333333343
10:54:18.692072,580.56,7.28,16236.11,29.6,30.6,1.9451388888888894
10:54:18.803033,664.98,17.37,16162.0,29.8,24.8,2.2743055555555562
10:54:18.908972,639.01,17.5,16161.77,29.4,29.7,1.9731111111111115
10:54:19.020089,588.55,20.88,16133.58,29.7,28.3,2.0038888888888895
10:54:19.130807,599.57,9.77,16072.72,29.4,27.2,1.7808055555555553
10:54:19.234667,589.51,17.55,16082.39,29.5,33.0,2.048583333333334
10:54:19.338486,705.29,21.37,16025.09,29.2,31.8,2.0242500000000003
10:54:19.442770,600.51,18.92,16096.41,29.4,29.3,1.8414722222222224
10:54:19.556176,14133.75,17.26,16039.93,29.4,32.5,2.059
10:54:19.667274,13065.38,16.77,16114.34,29.4,30.8,1.9859722222222227
10:54:19.778603,259.61,12.0,16041.83,29.4,30.3,2.091833333333334
10:54:19.889728,258.93,7.31,16162.92,29.5,21.5,2.307388888888889
10:54:20.003422,252.41,12.59,16048.53,29.5,25.0,2.0259722222222227
10:54:20.114509,290.23,13.36,15985.21,29.3,33.1,1.9766111111111124
10:54:20.225516,250.33,11.63,16024.6,29.2,30.6,2.2491944444444445
10:54:20.334322,255.4,13.68,16162.22,29.6,28.5,1.8647500000000008
10:54:20.446134,258.42,12.56,16086.98,29.5,32.6,1.910805555555556
10:54:20.550350,299.3,9.39,15924.81,29.1,28.3,1.701444444444445
10:54:20.661247,266.24,29.91,16090.9,29.4,29.4,2.0239722222222225
10:54:20.767585,284.67,26.25,15966.97,29.5,30.6,2.156527777777778
10:54:20.873591,419.27,24.06,16008.11,29.3,31.7,2.6184722222222216
10:54:20.987153,437.33,22.26,16004.57,29.2,23.7,1.751333333333334
10:54:21.098291,500.77,22.2,15974.21,29.3,28.2,1.8476111111111118
10:54:21.210374,549.52,20.16,16069.92,29.4,34.5,2.1925277777777783
10:54:21.323381,545.03,21.41,16099.27,29.7,26.2,1.7059444444444452
10:54:21.434498,31816.72,13.73,16072.61,29.3,31.8,1.7256388888888896
10:54:21.548220,272.41,20.44,16072.86,29.3,28.9,1.7264444444444451
10:54:21.659227,265.03,26.64,16082.52,29.4,31.2,1.8463611111111122
10:54:21.770414,268.92,5.48,16034.86,29.5,32.1,1.9363055555555557
10:54:21.881649,254.25,4.18,16031.92,29.4,34.2,1.9667777777777775
10:54:21.992661,290.47,11.75,16151.63,29.4,24.5,1.837888888888889
10:54:22.106104,256.84,19.11,16058.34,29.3,32.6,1.9950277777777776
10:54:22.217238,263.65,5.55,16002.15,29.6,34.3,2.032277777777778
10:54:22.328317,260.58,5.84,15987.61,29.2,23.9,1.8802222222222227
10:54:22.440757,275.48,45.65,15764.95,28.9,31.9,1.978166666666667
10:54:22.552060,328.04,19.55,15762.5,28.8,31.8,1.8136111111111113
10:54:22.663149,285.84,39.4,15831.02,29.2,31.5,2.1314444444444454
10:54:22.775852,537.78,29.6,15826.41,29.1,33.3,2.0850833333333334
10:54:22.890378,532.72,21.4,16009.95,29.2,30.3,1.897055555555556
10:54:23.004056,555.09,21.65,16064.46,29.4,24.5,2.4605555555555556
10:54:23.117212,609.88,25.84,16010.26,29.3,30.8,2.0875
10:54:23.228543,23093.36,21.46,15961.62,29.1,32.1,1.5767777777777774
10:54:23.339746,12989.25,11.4,16013.08,29.4,31.1,1.662444444444444
10:54:23.451065,249.27,16.76,15943.43,29.5,32.2,1.8326944444444446
10:54:23.562090,255.34,5.91,15939.21,29.1,30.3,1.6615555555555561
10:54:23.675961,267.28,6.02,15968.21,29.2,30.4,1.7077500000000008
10:54:23.787495,257.73,27.77,15967.37,29.1,33.8,1.5555277777777783
10:54:23.898695,260.97,14.26,16078.66,29.5,22.1,1.6549722222222225
10:54:24.008691,247.61,8.11,16124.69,29.7,27.5,1.7830833333333334
10:54:24.120371,253.23,5.53,16134.91,29.5,28.9,1.8738888888888896
10:54:24.231761,271.11,23.85,16152.6,29.5,29.4,2.017722222222222
10:54:24.346216,297.54,20.44,16179.99,29.5,31.4,2.1007499999999997
10:54:24.458613,260.74,26.24,16236.13,29.9,23.4,2.0749166666666667
10:54:24.569974,568.67,22.51,16309.04,30.0,27.3,2.115472222222223
10:54:24.683408,531.3,23.07,16375.72,29.9,32.3,2.2920277777777778
10:54:24.796482,622.63,38.67,16337.01,29.7,32.2,2.0027222222222227
10:54:24.908004,644.47,48.67,16486.6,30.2,30.2,2.0800555555555555
10:54:25.019977,17878.95,22.61,16404.62,30.1,28.8,1.713527777777778
10:54:25.131137,18796.94,9.1,16299.96,29.7,33.1,1.950527777777778
10:54:25.242601,815.78,13.04,16372.62,29.9,27.4,2.124722222222222
10:54:25.353798,6.24,15.93,16354.43,29.8,31.1,1.9706944444444447
10:54:25.464906,1.23,7.54,16318.91,30.1,32.1,1.965055555555556
10:54:25.576434,45.64,2.94,16323.07,29.8,25.3,1.928527777777778
10:54:25.687490,14.79,15.6,16319.55,29.7,31.2,1.6001944444444445
10:54:25.798644,2.46,6.03,16464.56,30.2,28.6,2.690388888888889
10:54:25.909600,2.46,5.49,16450.51,29.9,28.0,2.496833333333333
10:54:26.013004,29.99,18.3,16417.6,30.1,29.2,1.900583333333333
10:54:26.116672,59.14,49.32,16408.41,29.8,23.8,1.7654166666666664
10:54:26.230749,229.49,32.22,16412.56,29.9,30.3,1.9500000000000002
10:54:26.335502,404.86,25.04,16477.18,30.2,25.7,1.9231111111111114
10:54:26.448253,375.6,24.37,16395.17,29.8,29.2,1.9718888888888892
10:54:26.552670,405.43,27.38,16404.49,29.9,28.1,3.3810555555555566
10:54:26.657887,424.44,28.1,16374.97,30.0,24.5,1.8360555555555556
10:54:26.769122,516.87,30.55,16369.18,29.8,29.2,1.6639166666666672
10:54:26.880124,609.1,34.68,16386.46,29.9,27.1,1.9860000000000002
10:54:26.993165,553.81,25.99,16270.37,29.8,28.2,1.971555555555556
10:54:27.104189,670.03,27.02,16302.32,29.8,28.0,1.7203888888888892
10:54:27.215295,668.07,40.11,16200.99,29.6,23.2,1.8164722222222227
10:54:27.326153,421.32,19.73,16185.66,29.5,23.9,1.8923055555555557
10:54:27.432392,308.27,22.47,16185.88,29.5,30.4,1.883361111111112
10:54:27.538674,748.25,32.34,16242.11,29.6,27.6,2.045305555555556
10:54:27.642916,734.6,39.65,16382.49,30.0,37.8,2.2898888888888886
10:54:27.756310,754.28,39.65,16411.79,29.8,23.5,1.842194444444445
10:54:27.868449,865.49,31.54,16414.18,30.0,26.2,1.7267222222222225
10:54:27.979306,754.46,32.1,16506.71,30.0,28.2,1.9147500000000004
10:54:28.083289,791.46,40.36,16481.17,30.0,27.1,2.3221388888888885
10:54:28.195504,735.3,35.09,16309.17,30.0,26.0,1.8712777777777785
10:54:28.301846,815.73,41.45,16325.41,29.7,30.1,1.8664444444444446
10:54:28.406107,759.61,36.98,16413.32,29.9,20.3,1.603333333333334
10:54:28.517018,447.98,36.19,16439.05,29.9,24.0,1.7238611111111115
10:54:28.623327,327.87,33.53,16404.26,30.0,30.5,1.760027777777778
10:54:28.734432,513.03,29.46,16501.05,30.2,30.7,2.1205000000000003
10:54:28.839017,442.02,33.73,16561.57,30.1,35.2,2.484
10:54:28.944622,423.07,28.11,16531.59,30.2,21.7,1.8106944444444453
10:54:29.055393,295.65,21.88,16502.68,30.0,22.5,1.9619166666666672
10:54:29.159659,448.37,30.23,16405.8,29.8,30.5,1.8994166666666663
10:54:29.272657,401.98,23.32,16366.12,30.1,30.4,2.0922500000000004
10:54:29.376579,488.95,26.01,16303.27,30.0,31.7,2.059111111111111
10:54:29.481087,470.06,23.25,16344.55,29.7,20.4,1.7722777777777783
10:54:29.593558,492.73,21.59,16425.98,29.9,19.8,1.994916666666667
10:54:29.706964,340.47,23.11,16420.26,30.0,21.5,2.1233888888888885
10:54:29.818148,416.4,25.65,16509.12,30.2,23.2,1.9506388888888893
10:54:29.929350,443.61,24.57,16485.38,30.1,25.5,2.1315833333333334
10:54:30.037825,488.81,22.69,16497.68,30.0,32.1,1.7053055555555554
10:54:30.147968,431.79,29.1,16320.54,29.9,22.0,1.6990833333333337
10:54:30.260653,360.78,29.33,16358.0,29.8,29.9,1.9966944444444452
10:54:30.371649,382.71,29.83,16356.24,29.8,29.5,1.9921111111111118
10:54:30.482573,436.24,32.72,16403.48,30.0,34.3,2.0966666666666667
10:54:30.589587,489.17,58.15,16442.14,30.2,32.0,2.142833333333334
10:54:30.700875,499.27,40.87,16398.49,29.8,26.0,2.3690000000000007
10:54:30.815229,539.65,29.62,16399.45,29.8,30.6,1.9084722222222221
10:54:30.928620,385.78,53.19,16402.86,29.9,33.9,2.0027222222222227
10:54:31.039748,392.18,37.1,16550.94,30.4,32.5,1.9203055555555564
10:54:31.152164,513.84,36.21,16244.21,29.8,27.0,1.7895000000000003
10:54:31.258501,435.65,33.04,16273.64,29.6,31.4,1.6888333333333336
10:54:31.369215,441.26,41.09,16273.32,29.6,30.1,1.817305555555556
