time,net_in(kB),net_out(kB),MEM(MB),MEM%,CPU%,CPU_freq(Hz)
15:35:42.156299,120.21,120.21,8222.14,14.0,0.3,1.509583333333334
15:35:42.259898,116.62,116.62,8222.38,14.0,0.0,1.3865555555555558
15:35:42.363614,116.49,116.49,8222.38,14.0,0.0,1.2971111111111115
15:35:42.468350,115.36,115.36,8222.38,14.0,0.3,1.2097222222222226
15:35:42.574438,117.99,117.99,8222.38,14.0,0.5,1.2166111111111115
15:35:42.681542,112.81,112.81,8222.38,14.0,0.3,1.2055277777777782
15:35:42.790681,147.61,147.61,8222.38,14.0,0.5,1.1999444444444451
15:35:42.901360,109.16,109.16,8222.38,14.0,0.5,1.2061944444444448
15:35:43.012008,109.19,109.19,8223.37,14.0,1.3,1.557000000000001
15:35:43.122850,117.76,117.76,8224.34,14.0,0.8,1.305638888888889
15:35:43.233121,146.09,146.09,8224.59,14.0,0.0,1.352722222222223
15:35:43.336260,117.14,117.14,8224.59,14.0,0.3,1.199916666666667
15:35:43.446711,109.39,109.39,8224.59,14.0,0.3,1.2000000000000004
15:35:43.557264,109.29,109.29,8225.08,14.0,0.3,1.2116111111111114
15:35:43.667937,117.46,117.46,8225.08,14.0,0.0,1.2032222222222226
15:35:43.778618,145.55,145.55,8225.08,14.0,0.8,1.199944444444445
15:35:43.889297,109.16,109.16,8225.08,14.0,0.5,1.199944444444445
15:35:43.999939,109.2,109.2,8225.08,14.0,0.0,1.1997500000000005
15:35:44.110510,119.44,124.53,8225.08,14.0,0.5,1.199833333333334
15:35:44.221024,153.75,148.66,8225.32,14.0,0.5,1.294833333333334
15:35:44.331427,109.44,109.44,8225.32,14.0,0.8,1.2557500000000006
15:35:44.441775,109.49,109.49,8225.32,14.0,0.3,1.3166388888888896
15:35:44.552076,146.05,146.05,8225.32,14.0,0.3,1.2507777777777784
15:35:44.662417,88.29,88.29,8225.32,14.0,0.3,1.2499722222222227
15:35:44.772748,138.4,138.4,8225.32,14.0,0.0,1.2626388888888895
15:35:44.883125,109.46,109.46,8225.32,14.0,0.3,1.249888888888889
15:35:44.993610,145.81,145.81,8225.32,14.0,0.3,1.2499444444444447
15:35:45.104074,109.37,109.37,8225.32,14.0,0.3,1.2498611111111115
15:35:45.214359,103.64,103.64,8225.32,14.0,0.0,1.2498888888888895
15:35:45.324434,130.55,130.55,8225.32,14.0,0.8,1.199944444444445
15:35:45.435012,109.26,109.26,8225.32,14.0,0.3,1.2000000000000004
15:35:45.545614,145.65,145.65,8225.32,14.0,0.5,1.2000000000000004
15:35:45.656193,109.26,109.26,8225.32,14.0,0.5,1.2000000000000004
15:35:45.766847,108.84,108.84,8225.32,14.0,0.5,1.1999166666666672
15:35:45.877394,151.65,151.65,8225.32,14.0,0.3,1.199944444444445
15:35:45.987990,109.24,109.24,8225.32,14.0,0.3,1.1998611111111115
15:35:46.098610,109.22,109.22,8225.31,14.0,0.3,1.1999444444444451
15:35:46.209259,145.59,145.59,8225.31,14.0,0.3,1.1998333333333335
15:35:46.319856,87.28,92.36,8225.31,14.0,1.3,1.1999166666666672
15:35:46.430482,149.98,144.9,8225.31,14.0,0.0,1.1999722222222227
15:35:46.541093,109.23,109.23,8225.3,14.0,0.3,1.2000000000000004
15:35:46.651703,109.23,109.23,8225.3,14.0,0.5,1.1999166666666672
15:35:46.762414,145.51,145.51,8225.3,14.0,0.0,1.1998055555555558
15:35:46.873070,92.31,92.31,8225.3,14.0,0.3,1.2000000000000004
15:35:46.983717,132.95,132.95,8225.3,14.0,1.6,1.338555555555556
15:35:47.094304,109.25,109.25,8225.55,14.0,0.3,1.4101944444444452
15:35:47.204913,145.64,145.64,8225.55,14.0,0.3,1.3027500000000005
15:35:47.315552,109.2,109.2,8225.55,14.0,0.5,1.3343611111111116
15:35:47.426155,111.17,111.17,8226.29,14.0,0.0,1.4249166666666675
15:35:47.536854,121.06,121.06,8226.29,14.0,0.5,1.3721388888888895
15:35:47.647418,145.7,145.7,8226.29,14.0,0.5,1.2527222222222227
15:35:47.758160,109.1,109.1,8226.29,14.0,0.8,1.3025277777777782
15:35:47.868598,109.4,109.4,8224.02,14.0,5.0,1.5204722222222224
15:35:47.973141,118.27,118.27,8224.27,14.0,0.3,1.8049166666666667
15:35:48.083506,151.06,151.06,8224.76,14.0,0.3,1.5237777777777781
15:35:48.193880,109.46,109.46,8224.76,14.0,0.3,1.4109166666666673
15:35:48.304123,109.59,109.59,8213.88,14.0,1.6,1.458166666666667
15:35:48.408864,115.35,115.35,8213.75,14.0,0.8,1.1998055555555558
15:35:48.519365,120.54,120.54,8213.75,14.0,0.5,1.208222222222223
15:35:48.630168,150.46,150.46,8213.75,14.0,0.0,1.1999166666666672
15:35:48.740930,109.08,109.08,8213.75,14.0,0.5,1.2000000000000004
15:35:48.851628,109.14,109.14,8213.75,14.0,0.0,1.2291111111111117
15:35:48.962303,145.56,145.56,8213.75,14.0,0.3,1.2137222222222224
15:35:49.073795,100.97,100.97,8213.75,14.0,0.5,1.1999722222222227
15:35:49.184475,124.29,124.29,8213.51,14.0,0.5,1.2022777777777782
15:35:49.295129,109.19,109.19,8213.51,14.0,0.0,1.199916666666667
15:35:49.405873,145.47,145.47,8213.51,14.0,0.5,1.1998888888888894
15:35:49.516746,108.97,108.97,8213.51,14.0,0.0,1.1997500000000005
15:35:49.627328,126.92,126.92,8213.51,14.0,0.3,1.299916666666667
15:35:49.737879,132.79,132.79,8213.74,14.0,0.5,1.199944444444445
15:35:49.848468,109.25,109.25,8213.74,14.0,0.5,1.1998611111111115
15:35:49.959048,109.26,109.26,8213.74,14.0,0.0,1.199944444444445
15:35:50.070265,144.85,144.85,8213.74,14.0,0.5,1.1998611111111113
15:35:50.181178,87.03,92.1,8213.74,14.0,0.3,1.1999166666666672
15:35:50.291764,139.68,134.59,8213.74,14.0,0.8,1.4051388888888894
15:35:50.402528,109.08,109.08,8222.31,14.0,3.4,1.744472222222223
15:35:50.507217,115.41,115.41,8222.31,14.0,0.0,1.3035277777777783
15:35:50.618062,145.33,145.33,8222.31,14.0,0.5,1.199944444444445
15:35:50.728676,97.43,97.43,8222.31,14.0,0.3,1.199916666666667
15:35:50.839303,134.23,134.23,8222.31,14.0,0.3,1.2198055555555558
15:35:50.949935,109.21,109.21,8222.31,14.0,0.0,1.2000000000000004
15:35:51.060651,145.5,145.5,8222.31,14.0,0.5,1.199944444444445
15:35:51.171205,109.29,109.29,8222.31,14.0,0.0,1.199944444444445
15:35:51.281797,104.22,104.22,8222.31,14.0,0.5,1.1999166666666672
15:35:51.392545,122.88,122.88,8222.31,14.0,0.3,1.1999166666666672
15:35:51.503112,145.7,145.7,8222.3,14.0,0.5,1.3188333333333342
15:35:51.613922,109.03,109.03,8222.3,14.0,0.3,1.3171666666666673
15:35:51.724566,109.2,109.2,8222.3,14.0,0.5,1.3110277777777783
15:35:51.835198,119.21,119.21,8222.55,14.0,0.5,1.2693888888888896
15:35:51.945931,151.02,151.02,8223.53,14.0,0.5,1.365611111111112
15:35:52.056664,109.11,109.11,8224.27,14.0,1.1,1.2510833333333338
15:35:52.167740,108.77,108.77,8224.27,14.0,0.3,1.4113333333333342
15:35:52.278446,145.52,145.52,8224.27,14.0,0.0,1.2831944444444447
15:35:52.389131,117.4,117.4,8224.5,14.0,0.8,1.3071666666666675
15:35:52.499741,109.23,109.23,8224.5,14.0,0.3,1.3431388888888898
15:35:52.609835,109.74,109.74,8224.5,14.0,0.3,1.2838055555555563
15:35:52.720426,145.67,145.67,8224.5,14.0,1.3,1.199944444444445
15:35:52.831012,109.25,109.25,8224.5,14.0,0.3,1.1998611111111113
15:35:52.941692,128.13,128.13,8224.5,14.0,0.3,1.199916666666667
15:35:53.052451,109.08,109.08,8224.5,14.0,0.8,1.2724444444444452
15:35:53.163047,145.66,145.66,8224.5,14.0,0.0,1.458277777777779
15:35:53.273358,109.53,109.53,8224.5,14.0,0.3,1.2639444444444452
15:35:53.383338,109.86,109.86,8224.74,14.0,0.8,1.374027777777778
15:35:53.486793,125.77,125.77,8224.74,14.0,0.0,1.5055277777777791
15:35:53.591175,115.75,115.75,8224.74,14.0,0.5,1.3526666666666676
15:35:53.701814,109.2,109.2,8224.74,14.0,0.3,1.2999444444444452
