time,net_in(kB),net_out(kB),MEM(MB),MEM%,CPU%,CPU_freq(Hz)
15:14:57.659521,8.96,9.1,9656.77,16.3,5.2,1.3840555555555563
15:14:57.763440,9.32,6.84,9656.99,16.3,1.6,1.298277777777778
15:14:57.870322,5.32,4.95,9657.16,16.3,1.9,1.346805555555556
15:14:57.975116,5.93,6.49,9657.16,16.3,2.7,1.3048611111111112
15:14:58.078239,5.89,4.98,9670.64,16.3,6.5,2.829805555555556
15:14:58.182281,25.25,21.25,9654.56,16.3,1.1,1.6306388888888892
15:14:58.291471,5.28,4.99,9654.6,16.3,0.8,1.4491944444444451
15:14:58.401973,13.77,11.51,9654.1,16.3,3.7,1.453416666666667
15:14:58.509911,19.2,14.02,9655.61,16.3,1.6,1.371472222222223
15:14:58.612967,10.44,5.14,9656.05,16.3,2.5,1.400361111111112
15:14:58.715955,5.37,5.06,9656.49,16.3,3.0,1.3703333333333338
15:14:58.826394,17.33,13.71,9651.19,16.3,5.8,1.3506666666666671
15:14:58.929470,18.65,14.61,9651.65,16.3,1.9,1.2389444444444448
15:14:59.033096,5.33,5.11,9651.65,16.3,3.3,1.3237500000000002
15:14:59.143484,15.07,12.62,9652.14,16.3,2.1,1.4052222222222228
15:14:59.246469,16.39,13.01,9651.85,16.3,2.5,1.334916666666667
15:14:59.350302,6.23,5.1,9653.02,16.3,1.4,1.2330555555555562
15:14:59.453384,6.27,5.06,9652.99,16.3,3.0,1.6610833333333341
15:14:59.556788,16.75,14.64,9660.83,16.3,4.6,2.0869166666666676
15:14:59.661660,19.15,12.63,9662.03,16.3,4.3,1.647972222222223
15:14:59.772477,15.09,12.32,9662.5,16.3,4.2,1.4309166666666675
15:14:59.883322,15.15,12.85,9663.17,16.3,3.9,1.3346111111111114
15:14:59.994123,12.83,4.85,9663.39,16.3,1.8,1.3776388888888895
15:15:00.104881,5.77,4.71,9663.84,16.3,1.6,1.2896111111111115
15:15:00.215625,7.72,4.78,9664.3,16.3,1.3,1.3360833333333337
15:15:00.326403,4.99,4.71,9665.42,16.3,1.3,1.2860277777777784
15:15:00.437334,6.41,6.76,9665.64,16.3,2.4,1.3028055555555556
15:15:00.548244,32.58,24.48,9666.03,16.3,2.1,1.1967500000000002
15:15:00.659036,15.3,9.98,9665.48,16.3,1.8,1.3838611111111114
15:15:00.770743,18.46,6.36,9665.67,16.3,1.6,1.3927222222222229
15:15:00.883470,4.9,4.7,9665.86,16.3,1.3,1.3999166666666674
15:15:00.994601,4.97,4.76,9666.08,16.3,1.3,1.2239722222222225
15:15:01.106893,20.63,14.98,9654.71,16.3,3.9,1.3465833333333337
15:15:01.220392,8.54,7.93,9655.54,16.3,2.3,1.1927500000000006
15:15:01.331268,13.46,11.2,9655.98,16.3,2.4,1.288444444444445
15:15:01.442077,7.1,8.27,9656.14,16.3,1.6,1.2545833333333338
15:15:01.552928,4.99,4.7,9656.3,16.3,2.1,1.2086944444444447
15:15:01.663740,5.06,4.71,9656.05,16.3,1.8,1.2425277777777781
15:15:01.774544,4.99,4.71,9655.79,16.3,1.8,1.2429722222222228
15:15:01.885568,4.91,4.63,9656.66,16.3,1.6,1.3253055555555562
15:15:01.997686,4.86,4.65,9655.89,16.3,3.9,1.6227777777777785
15:15:02.108531,7.84,5.32,9655.76,16.3,4.2,1.3520000000000003
15:15:02.219225,25.34,23.73,9670.09,16.3,4.0,1.4154444444444454
15:15:02.329950,51.36,17.52,9672.21,16.3,2.6,1.2655833333333337
15:15:02.440668,12.2,8.79,9651.1,16.3,2.6,1.3100555555555562
15:15:02.551347,5.06,4.78,9649.09,16.3,2.6,1.6247777777777788
15:15:02.662263,5.05,4.7,9649.96,16.3,2.1,1.359361111111112
