time,net_in(kB),net_out(kB),MEM(MB),MEM%,CPU%,CPU_freq(Hz)
10:39:05.281896,446.14,27.19,16436.87,29.9,38.5,1.9801944444444446
10:39:05.393096,436.05,25.71,16473.37,29.8,28.7,1.9227222222222222
10:39:05.506368,570.65,36.55,16513.79,29.9,29.8,2.051277777777778
10:39:05.617444,463.09,33.94,16445.29,29.9,30.0,1.7492777777777777
10:39:05.725401,324.87,25.29,16486.29,29.8,30.5,1.7991388888888895
10:39:05.836697,459.98,20.66,16499.97,30.2,23.2,2.0652500000000003
10:39:05.947859,435.33,23.42,16598.92,30.0,30.6,1.9827777777777778
10:39:06.058973,515.09,35.38,16615.13,30.2,30.2,1.8830555555555561
10:39:06.170435,407.02,33.68,16430.59,29.9,33.2,2.1218611111111114
10:39:06.283824,334.13,23.82,16504.7,29.9,30.0,1.8478611111111114
10:39:06.395293,486.19,24.04,16359.11,29.8,26.9,1.9366666666666665
10:39:06.506437,446.35,24.6,16384.95,29.8,29.1,1.892166666666667
10:39:06.614554,460.26,29.68,16415.52,29.9,29.5,1.8824722222222223
10:39:06.729678,380.14,24.72,16422.7,29.8,37.1,2.068805555555555
10:39:06.841584,364.51,32.81,16450.77,29.9,24.5,2.0233333333333334
10:39:06.953249,397.05,24.77,16454.69,29.8,31.4,2.0570833333333334
10:39:07.064430,503.47,27.35,16326.44,29.9,30.3,2.0150555555555556
10:39:07.177560,532.2,30.4,16333.1,29.7,34.5,2.229166666666667
10:39:07.281947,450.85,31.55,16375.43,29.6,26.2,1.8955000000000009
10:39:07.388951,408.28,26.25,16408.52,29.8,32.6,1.6318055555555555
10:39:07.497508,432.34,37.8,16441.76,29.8,35.2,1.5148055555555557
10:39:07.611012,427.09,27.53,16453.7,29.9,33.0,1.7342222222222226
10:39:07.723657,363.96,25.16,16448.32,30.1,31.3,1.7227777777777782
10:39:07.829345,314.53,19.16,16451.32,29.9,27.2,1.8193055555555562
10:39:07.934591,417.05,27.63,16504.91,29.8,33.1,2.0730277777777784
10:39:08.045877,380.48,24.27,16451.91,29.9,35.6,1.9393055555555554
10:39:08.157667,484.92,36.88,16414.94,29.7,29.7,1.9462222222222216
10:39:08.268942,527.6,27.19,16458.93,29.9,23.2,1.470361111111111
10:39:08.380939,522.37,22.97,16385.2,30.0,24.4,2.005833333333334
10:39:08.499953,291.84,21.24,16333.77,29.6,22.5,1.600388888888889
10:39:08.610612,394.86,26.9,16392.02,29.7,26.7,2.0691111111111113
10:39:08.715657,417.12,24.84,16327.23,29.6,27.6,1.8578888888888896
10:39:08.826988,527.34,32.74,16385.37,29.6,34.5,2.05111111111111
10:39:08.940678,451.27,26.2,16385.1,29.9,27.1,1.6410277777777782
10:39:09.055019,523.5,24.41,16400.41,29.7,28.3,1.955111111111111
10:39:09.167044,338.9,28.65,16372.5,29.8,30.3,2.091555555555555
10:39:09.271014,435.11,24.59,16400.14,29.9,31.6,1.802027777777778
10:39:09.379077,481.38,31.76,16363.35,29.8,33.7,1.7859166666666664
10:39:09.490316,447.81,28.15,16317.31,29.7,32.5,1.9641111111111111
10:39:09.604277,347.43,29.96,16316.88,29.5,30.7,1.7304722222222226
10:39:09.716709,343.44,25.9,16311.68,29.8,30.3,1.8629722222222225
10:39:09.829115,424.43,30.09,16316.27,29.8,29.3,2.0414444444444446
10:39:09.942276,514.81,40.96,16340.4,29.7,29.1,1.9840833333333339
10:39:10.053209,439.37,28.35,16211.06,29.4,31.6,1.827611111111111
10:39:10.159508,589.93,44.91,16167.39,29.3,33.1,1.8234166666666667
