time,net_in(kB),net_out(kB),MEM(MB),MEM%,CPU%,CPU_freq(Hz)
10:55:41.886705,253.59,0.68,16314.5,29.7,24.3,1.5818055555555555
10:55:41.997948,244.22,0.68,16312.68,30.0,27.2,1.7553055555555561
10:55:42.109081,257.29,11.28,16169.47,29.6,31.8,1.8545833333333333
10:55:42.220151,254.85,0.0,16212.04,29.6,33.2,2.051
10:55:42.331363,260.52,0.0,16189.19,29.6,22.4,1.6456388888888887
10:55:42.442478,255.21,21.32,16189.53,29.5,28.5,1.6127777777777779
10:55:42.553591,259.98,4.99,16267.19,29.7,31.5,1.7076944444444448
10:55:42.664915,260.99,14.68,16234.24,30.0,33.2,2.0465833333333334
10:55:42.781451,248.33,5.08,16166.31,29.5,33.5,1.7774166666666666
10:55:42.893106,258.24,6.51,16162.17,29.4,30.4,1.6111944444444448
10:55:43.005182,262.15,10.6,16206.41,29.7,31.3,1.6814166666666668
10:55:43.116399,259.26,12.29,16221.55,29.8,33.7,1.9248611111111107
10:55:43.229366,24719.81,3.22,16325.91,29.7,31.1,1.7142499999999998
10:55:43.342642,10115.76,6.97,16371.48,29.9,30.9,1.788500000000001
10:55:43.453082,250.38,4.12,16344.86,29.9,33.2,2.0898333333333334
10:55:43.564183,254.66,7.58,16474.71,30.0,25.3,1.7276388888888894
10:55:43.677898,253.34,0.0,16331.52,29.9,26.7,1.6303333333333336
10:55:43.786803,250.32,0.63,16407.54,29.9,25.9,1.8245555555555555
10:55:43.899875,250.22,6.1,16338.72,29.8,31.3,1.7240277777777773
10:55:44.012460,259.88,0.0,16412.02,29.9,33.2,1.924222222222222
10:55:44.120402,242.01,6.08,16305.02,29.9,35.7,1.849416666666667
10:55:44.231900,259.27,19.6,16247.91,29.8,25.0,1.882694444444445
10:55:44.344411,257.35,6.51,16248.91,29.8,30.4,1.7398611111111117
10:55:44.457283,258.69,10.31,16308.5,29.7,29.8,1.9740000000000002
10:55:44.568073,261.51,9.1,16323.36,29.9,40.4,1.9353611111111115
10:55:44.672553,255.97,6.65,16244.59,29.8,24.1,1.5776111111111115
10:55:44.785501,254.75,4.69,16289.66,29.9,24.5,2.1741111111111118
10:55:44.899217,254.39,6.39,16191.82,29.7,27.1,2.0101388888888887
10:55:45.010324,30071.61,5.45,16197.18,29.5,25.7,1.8567222222222226
10:55:45.121589,7865.66,10.67,16170.45,29.5,33.3,1.9884166666666667
10:55:45.234349,5.01,9.82,16177.89,29.7,27.8,1.5753333333333337
10:55:45.344983,0.0,0.0,16173.84,29.5,24.9,1.7985555555555561
10:55:45.456523,0.0,0.68,16244.68,29.6,19.4,1.681416666666667
10:55:45.570494,1.46,0.0,16315.96,29.8,22.1,1.761527777777778
10:55:45.681535,1.57,6.28,16277.15,29.6,24.7,2.0348333333333333
10:55:45.792545,0.0,0.0,16352.77,29.8,26.7,1.8129444444444447
10:55:45.904473,5.32,0.61,16282.58,29.6,31.9,2.3915555555555557
10:55:46.015534,5.57,19.89,16345.92,29.8,29.6,1.961055555555556
10:55:46.129062,7.21,10.99,16293.11,29.8,22.3,1.7049722222222226
10:55:46.234165,5.33,5.04,16306.69,29.8,28.1,1.6828611111111116
10:55:46.340648,5.91,6.97,16162.3,29.6,28.8,1.8815000000000002
10:55:46.447158,7.35,8.16,16156.48,29.4,31.6,1.733861111111111
10:55:46.558644,5.57,6.24,16238.12,29.6,28.5,1.578694444444445
10:55:46.670905,4.92,5.39,16173.81,29.5,24.6,1.6170555555555555
10:55:46.782021,5.52,6.68,16182.59,29.7,29.6,2.0578611111111114
10:55:46.893327,5.65,6.39,16242.44,29.8,33.6,2.0300277777777778
10:55:47.005005,5.56,6.3,16247.82,29.6,32.4,2.0904722222222225
10:55:47.110416,6.49,7.32,16236.17,29.6,20.8,1.8082222222222226
10:55:47.221953,25.3,21.54,16244.32,29.7,24.7,2.0711666666666675
10:55:47.335502,5.54,6.67,16258.33,29.8,30.6,1.8646666666666674
10:55:47.446546,5.66,6.4,16280.35,29.7,33.7,1.6843333333333343
10:55:47.560080,5.54,6.19,16225.36,29.5,35.5,2.706666666666667
10:55:47.666005,35.11,31.2,16304.01,29.8,25.7,1.8629166666666666
10:55:47.774089,10.43,8.06,16217.1,29.7,27.1,1.7956944444444443
10:55:47.885422,15.09,12.32,16216.57,29.7,27.4,2.005361111111111
10:55:47.989920,14.56,14.28,16306.45,29.7,31.3,1.940833333333333
10:55:48.101813,19.83,14.84,16319.55,29.8,32.5,1.7271388888888894
