time,net_in(kB),net_out(kB),MEM(MB),MEM%,CPU%,CPU_freq(Hz)
15:13:26.905372,6.96,6.96,9733.16,16.4,7.4,1.9443055555555568
15:13:27.016649,16.27,16.27,9744.84,16.4,7.8,2.0972777777777787
15:13:27.127368,8.49,8.49,9690.88,16.3,6.9,1.9828055555555568
15:13:27.238000,8.99,8.99,9708.7,16.4,7.4,1.9605000000000008
15:13:27.348878,17.63,17.63,9723.62,16.4,8.4,2.016527777777779
15:13:27.459502,9.21,10.63,9744.5,16.4,8.4,1.6992777777777783
15:13:27.569774,15.49,14.06,9741.76,16.4,7.7,2.1006388888888896
15:13:27.673725,82.5,82.5,9680.68,16.3,6.8,1.7776944444444454
15:13:27.784912,12.77,12.77,9679.74,16.3,5.0,1.6515555555555568
15:13:27.895460,25.23,26.38,9681.43,16.3,4.7,1.37013888888889
15:13:28.005999,11.98,10.83,9680.89,16.3,4.5,1.3711944444444453
15:13:28.116554,9.49,9.49,9681.74,16.3,4.7,1.3610555555555564
15:13:28.227079,16.77,16.77,9683.73,16.3,5.3,1.362194444444445
15:13:28.337673,16.04,16.04,9682.3,16.3,5.5,1.6221111111111124
15:13:28.448641,24.03,24.03,9682.19,16.3,5.0,1.4649166666666675
15:13:28.559315,5.02,5.02,9682.88,16.3,4.5,1.4636666666666676
15:13:28.669987,12.07,12.07,9692.24,16.3,6.1,1.75938888888889
15:13:28.780666,13.16,13.16,9710.62,16.4,7.9,1.4703055555555569
